JobTitle,job_role,Company,City,Column1,Province,remote?,Salary,Summary,experience?
Intermediate Machine Learning Engineer,data scientist,TELUS,Vancouver,, BC,NO,,"You are recognized for addressing business needs via your application of data mining and analysis, predictive modeling, statistics and other advanced analytical…",no info
Data Scientist,data scientist,OSL Retail Services Inc,Mississauga,, ON,NO,,"Track overall market and business trends via external data sources.
Experience building tools and automated processes to extract, clean, and distill data in a…",experience required
Analyste de données Principal/Sr Data Analyst,business/data analyst,Electronic Arts,Montreal,, QC,NO,,"You will advocate for data quality; craft data quality policies and data governance.
Drive methodologies in tools and visual technologies for building live…",no info
"Senior Analyst, Data Visualization and Analytics",business/data analyst,Centennial College,Scarborough,, ON,NO,$41.03 - $47.58 an hour,"Maintain and re-engineer KPIs and various reports, including any data cleansing and manipulation when working with multiple disparate data sources.",no info
Senior Analytics Consultant,others,Equifax,Toronto,, ON,NO,,"Responsibilities include the design, management and delivery of analytical insights and solutions through data analysis, data management and data science.",no info
"Data Science Manager, Memberships Modelling",data scientist,Prodigy Game,Oakville,, ON,NO,,"Previous experience collaborating closely with data scientists, developers, and other team members.
Work with stakeholders, data scientists, and developers to…",experience required
Data Analyst,business/data analyst,Amilia,Montreal,, QC,NO,,"A strong understanding of data analysis concepts;
Proficient in visualizing data and building reports and dashboards;
Advanced knowledge of SQL and Excel;",no info
Sr. Data Analyst,business/data analyst,Moz,British Columbia,,BC,NO,,"Collaborate with other team members to build and optimize our data lake, data warehouse, and ETL tech stack.
You know data - structured and unstructured.",no info
Data Analytics Specialist,software developer,ArcelorMittal,Concord,, ON,NO,,"Continue to build and develop a data-driven strategy and culture that encompasses data acquisition, leading business intelligence and reporting tools, data…",no info
Senior Data Scientist,data scientist,SOTI Inc.,Mississauga,, ON,NO,,"Oversee the work several junior data scientists.
Strong data profiling, cleaning, mining, and technical documentation skills.",no info
BI Developer,software developer,MSi Corp (Bell Canada),Montreal,, QC,NO,$40 an hour,"Develop custom data models and algorithms to apply data sets.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.",no info
"Manager, Enterprise Data Analytics",others,JLL,Toronto,, ON,NO,,"Experience with data architecture, data integration/ETL and/or data warehousing deployed in a complex environment is a plus.",experience required
Data Science Instructor,data scientist,Juno College of Technology,Toronto,, ON,NO,"$70,000 - $85,000 a year","Are passionate about teaching data science and data fluency skills.
Contribute expertise to in-house data science projects using Juno’s data sets.",no info
"Machine Learning Engineer, Biometrics",data scientist,Jumio Corporation,Montreal,, QC,NO,,"Designing and implementing components to make Jumio biometric verification solution the best on the market.
Develop machine learning solutions to integrate in…",no info
Data Scientist,data scientist,RB,Mississauga,, ON,NO,,"Experience with data visualization and business intelligence software.
You will have access to structured and unstructured data with tools to analyze the data…",experience required
Data Science Instructor,data scientist,Juno College of Technology,Toronto,, ON,NO,"$70,000 - $85,000 a year","Are passionate about teaching data science and data fluency skills.
Contribute expertise to in-house data science projects using Juno’s data sets.",no info
Data Science Manager - Marketplaces (Remote),data scientist,Yelp,Toronto,, ON,Remote,,Partner with data architects to ensure that Data Science initiatives and analytical solutions are aligned with the enterprise technology roadmap.,no info
Junior Computer Vision Engineer,data engineer,Autometrics Manufacturing Technologies Inc,Vancouver,, BC,NO,"$70,000 a year",Develop and scale our data-driven systems; expertise in system optimization and performance enhancement via advanced methods such as quantization.,no info
Business Intelligence Administrator,others,City of Regina,Regina,, SK,NO,$36.35 - $45.45 an hour,"Administer the Corporate data warehouses, metadata repository and data dictionary.
Develop data maintenance procedures that ensure corporate reporting data…",no info
Machine Learning-Full-Time Summer- Internship,data scientist,Prepr,Toronto,, ON,NO,,About the Job: *The successful applicant will explore machine learning tools and develop algorithms to analyze labour data sets and skills data sets.,no info
Data Scientist,data scientist,Huddle,Moncton,, NB,NO,,"Strong understanding of data and business.
Past experience working with time series data.
Conceiving and developing data driven solutions for clients.",experience required
Data Scientist,data scientist,Praemo,Kitchener,, ON,NO,,"Utilizing an organization’s operational and IoT (Internet of Things) data as-is, where-is, and applying AI (artificial intelligence) tools like ML (Machine…",no info
"Data Scientist, People Analytics",data scientist,Restaurant Brands International,Toronto,, ON,NO,,"A newly created role within RBI, we are looking for an experienced data scientist to help us build a people analytics function.",experience required
Postdoctoral Fellow–UBC Master of Data Science program,data scientist,UBC Master of Data Science,Vancouver,, BC,NO,"$80,000 - $90,000 a year","Foster a positive learning environment for UBC data science students and be a continuous presence for the students.
Train and supervise teaching assistants.",no info
Senior Data Analyst,business/data analyst,Wattpad,Toronto,, ON,NO,,"The goal is to advocate for and facilitate data-informed decision-making throughout the organization.
2-5+ years working in a data analyst, business analyst,…",experience required
Data Analyst,business/data analyst,Fusion Analytics,Canada,,Remote,Remote,,"Competitive top-tier data science level salary, health & dental benefits, share options at the management level.
Team builders (e.g. BBQs, board game nights).",no info
Machine Learning Engineering Specialist 3165846,data scientist,Morgan Stanley,Montreal,, QC,NO,,"EDUCATION LEVEL: Bachelor's Degree.
Tech BD manages Morgan Stanley’s strategic relationships with external technology companies, and Technology Innovation…",no info
Machine Learning Developer,data scientist,Zachry Integrity Engineering,Calgary,, AB,NO,,"Previous experience with Big Data, data-processing, and data analytics.
Establish data processing protocols and determine appropriate Machine Learning model.",experience required
Analyste de données senior - Senior Data analyst,business/data analyst,Gameloft,Montreal,, QC,NO,,"Delivering ongoing reports and performance monitoring from multiple data sources.
Additionally, the candidate will collaborate with an international team of…",no info
"Data Scientist, Summer Student 2021 Opportunities",data scientist,RBC,Toronto,, ON,NO,,"Expert in data extract, transform, and load processes with a variety of data types.
Ability to perform complex data analysis on large volumes of data and…",no info
Postdoctoral Fellow–UBC Master of Data Science program,data scientist,UBC Master of Data Science,Vancouver,, BC,NO,"$80,000 - $90,000 a year","Foster a positive learning environment for UBC data science students and be a continuous presence for the students.
Train and supervise teaching assistants.",no info
Data Science Consultant,data scientist,Avanade,Calgary,, AB,NO,,"Lead and run a small team of data scientists.
Deliver data science insights using statistical, data mining, and machine and deep learning.",no info
Data Scientist,data scientist,Pelmorex Corp,Toronto,, ON,NO,,You will work closely with data scientists and big data engineers to create innovative solutions for advertising clients and apply machine learning to optimize…,no info
Data Scientist,data scientist,fgf brands,Greater Toronto Area,, ON,NO,,"Analyze structured and unstructured data from various data sources, clean data, transform raw data into business insights by building ETL pipelines and…",no info
Data Analyst – Contract role,business/data analyst,AdGear,Montreal,, QC,NO,,"Samsung Ads delivers high-quality audience targeting powered by three key components: first-party audience data at scale, world-class data science, and brand…",no info
Business Intelligence Administrator,others,City of Regina,Regina,, SK,NO,$36.35 - $45.45 an hour,"Administer the Corporate data warehouses, metadata repository and data dictionary.
Develop data maintenance procedures that ensure corporate reporting data…",no info
"Machine Learning Engineer (Canada, Remote)",data scientist,Diligen,Toronto,, ON,Remote,"$74,062 - $188,358 a year","BS, MS or PhD in Computer Science or related field.
3+ years of professional or academic experience in machine learning.
Machine Learning: 3 years (required).",experience required
Data Scientist,data scientist,Huddle,Moncton,, NB,NO,,"Strong understanding of data and business.
Past experience working with time series data.
Conceiving and developing data driven solutions for clients.",experience required
